age,income,budget,credit_score,income_confidence,user_segment,pages_viewed,time_on_site,return_visits,session_count,contact_form_submitted,downloaded_brochure,property_saved,chat_with_agent,traffic_source,converted
23,49320,220940,351,0.97,impulsive_buyer,4,140,2,2,0,0,0,0,google_ads,0
52,89876,425777,474,0.65,serious_buyer,12,698,7,9,1,1,1,0,referral,1
23,54924,195926,637,0.57,casual_browser,2,107,0,2,0,1,0,0,facebook_ads,0
47,101720,580081,652,0.72,serious_buyer,11,707,3,6,0,1,0,0,facebook_ads,0
49,60734,305040,690,0.88,impulsive_buyer,4,244,2,2,0,1,1,0,referral,0
52,88116,431751,414,0.68,curious_researcher,6,171,3,4,0,0,1,1,referral,0
39,60025,197991,647,0.79,impulsive_buyer,3,252,1,3,1,1,0,1,referral,0
41,114503,551048,300,0.7,impulsive_buyer,4,248,2,2,0,0,0,0,facebook_ads,0
25,22159,74518,362,0.78,casual_browser,3,59,0,1,0,0,1,0,google_ads,0
38,68940,223096,525,0.48,curious_researcher,6,172,1,2,0,0,1,0,organic_search,0
48,99436,455609,722,0.42,impulsive_buyer,4,176,2,3,0,0,1,0,referral,0
42,96976,408109,318,0.48,curious_researcher,5,174,3,4,0,1,1,0,google_ads,0
41,34678,165290,330,0.57,serious_buyer,14,597,7,9,0,0,1,0,google_ads,0
26,81075,264926,323,0.55,casual_browser,1,33,1,2,0,1,0,0,google_ads,0
21,67204,288503,510,0.77,curious_researcher,9,192,2,4,0,0,1,0,referral,0
25,32021,112853,460,0.67,curious_researcher,8,223,1,3,0,0,1,1,facebook_ads,0
32,26772,159595,554,0.42,casual_browser,4,90,0,1,0,0,0,0,google_ads,0
46,87163,408223,413,0.42,serious_buyer,13,775,5,5,0,0,1,0,google_ads,0
54,129968,657938,803,0.45,curious_researcher,5,289,2,2,1,1,1,0,google_ads,1
34,93755,372793,519,0.61,casual_browser,1,64,0,2,0,1,0,0,organic_search,0
46,43464,142745,656,0.4,impulsive_buyer,6,189,1,3,0,0,0,0,google_ads,0
47,71137,421672,468,0.7,casual_browser,1,99,0,1,1,1,0,0,google_ads,0
29,50232,193834,823,0.62,impulsive_buyer,3,293,1,3,1,0,1,0,facebook_ads,0
46,81497,348108,541,0.73,curious_researcher,6,274,3,3,0,0,1,0,google_ads,0
42,128017,633631,674,0.83,curious_researcher,6,235,1,2,0,0,0,0,google_ads,0
50,94024,289038,438,0.55,curious_researcher,7,143,3,4,0,0,0,0,referral,0
37,120485,654327,396,0.49,serious_buyer,10,867,4,5,1,0,0,0,facebook_ads,0
46,129898,598795,446,0.57,serious_buyer,19,721,3,6,0,0,0,0,google_ads,0
56,71448,273978,481,0.4,impulsive_buyer,4,197,2,3,1,0,0,0,google_ads,0
21,125468,399593,356,0.47,casual_browser,3,90,0,2,0,0,0,0,organic_search,0
28,104517,364502,341,0.85,impulsive_buyer,6,163,2,3,0,0,0,0,organic_search,0
55,20901,118824,842,0.53,casual_browser,4,42,0,1,1,0,0,0,google_ads,0
35,107980,546170,301,1.0,curious_researcher,9,247,3,2,1,1,1,0,organic_search,1
42,127594,478439,587,0.5,casual_browser,4,86,1,1,1,0,1,0,google_ads,0
34,103597,331179,437,0.87,serious_buyer,17,693,4,5,1,0,0,0,referral,1
46,22881,116048,811,0.82,casual_browser,1,103,0,2,1,1,0,0,organic_search,0
48,49863,235214,521,0.59,casual_browser,4,57,1,2,0,0,1,1,referral,0
43,131362,553501,630,0.6,curious_researcher,6,151,3,4,0,0,1,0,google_ads,0
34,25622,104815,703,0.74,curious_researcher,9,164,1,2,0,0,0,0,organic_search,0
44,142740,521064,807,0.91,serious_buyer,11,710,4,7,0,0,0,0,google_ads,1
22,21378,107078,426,0.63,casual_browser,2,68,0,1,0,0,0,0,facebook_ads,0
46,103168,609929,564,0.44,casual_browser,1,75,1,1,0,0,0,0,referral,0
34,113847,401554,314,0.62,casual_browser,2,89,1,2,0,0,0,0,facebook_ads,0
27,91186,436904,525,0.52,curious_researcher,5,194,2,4,0,0,0,0,referral,0
23,65201,278574,404,0.96,serious_buyer,18,328,5,6,1,0,1,0,google_ads,1
43,140767,610938,792,0.82,casual_browser,2,63,0,2,0,1,0,0,organic_search,0
38,127760,480689,618,0.43,casual_browser,2,33,1,1,0,0,1,0,facebook_ads,0
58,79251,433931,518,0.58,casual_browser,2,108,0,2,0,0,0,0,organic_search,0
55,92572,412479,576,0.43,casual_browser,3,108,1,2,0,0,0,0,organic_search,0
35,59255,274363,640,0.9,serious_buyer,13,751,7,7,0,1,1,0,facebook_ads,1
45,83212,325715,751,0.94,serious_buyer,16,545,3,8,0,0,1,0,facebook_ads,0
57,70210,248924,668,0.47,serious_buyer,19,826,3,5,0,0,0,0,organic_search,0
48,145629,474420,773,0.66,curious_researcher,8,273,3,3,1,0,0,0,google_ads,0
30,136736,703145,489,0.96,casual_browser,1,107,1,1,1,0,0,0,facebook_ads,0
59,42499,152516,718,0.49,casual_browser,1,108,0,1,0,0,0,1,google_ads,0
37,122552,621366,794,0.58,casual_browser,2,107,1,1,1,0,0,0,google_ads,0
59,71628,298769,338,0.58,casual_browser,3,61,0,1,0,0,0,0,facebook_ads,0
42,81360,345562,461,0.42,impulsive_buyer,6,114,1,2,1,0,0,0,google_ads,0
46,24603,108438,420,0.42,serious_buyer,14,826,5,9,0,0,0,0,referral,0
45,113309,464921,698,0.97,impulsive_buyer,6,145,2,2,0,0,1,1,google_ads,0
37,147466,486912,561,0.74,impulsive_buyer,6,184,2,2,1,0,0,0,google_ads,0
33,105473,414392,428,0.58,curious_researcher,7,208,3,3,0,0,0,0,google_ads,0
40,32632,162872,839,0.63,curious_researcher,7,250,2,4,0,1,1,0,organic_search,0
45,50607,252901,655,0.83,casual_browser,2,32,1,2,0,0,1,1,google_ads,0
24,111873,431681,731,0.62,impulsive_buyer,7,100,1,3,1,1,0,0,google_ads,0
30,85756,375637,364,0.54,impulsive_buyer,4,279,2,3,0,0,0,0,google_ads,0
23,66994,239861,517,0.46,serious_buyer,15,807,7,5,0,0,1,0,google_ads,0
38,83382,302769,726,0.84,impulsive_buyer,7,112,2,3,1,0,1,0,organic_search,0
56,90354,277309,373,0.51,curious_researcher,8,132,2,4,1,0,0,0,organic_search,0
42,76344,434415,759,0.44,impulsive_buyer,5,297,2,2,0,0,1,1,organic_search,0
54,73775,267959,724,0.66,curious_researcher,8,211,3,2,0,0,1,0,facebook_ads,0
28,27349,100715,491,0.42,casual_browser,2,112,1,1,0,0,0,0,facebook_ads,0
39,91154,349922,488,0.98,curious_researcher,7,218,3,2,0,1,0,0,organic_search,0
57,47464,160533,311,0.78,casual_browser,4,77,0,2,1,0,1,0,facebook_ads,0
26,62624,307971,538,0.49,serious_buyer,14,446,4,9,1,1,0,0,organic_search,1
46,141897,457678,752,0.5,casual_browser,3,105,0,1,0,1,0,0,google_ads,0
54,146866,499727,682,0.74,impulsive_buyer,6,167,1,2,0,0,0,0,organic_search,0
26,57344,282950,347,0.61,curious_researcher,7,194,3,4,0,0,0,0,organic_search,0
57,145857,586196,616,0.86,casual_browser,3,81,0,1,0,0,0,0,facebook_ads,0
53,103791,531808,508,0.73,casual_browser,2,36,0,2,0,0,1,1,organic_search,0
42,44299,206977,846,0.66,casual_browser,1,49,1,2,0,0,1,0,referral,0
41,67975,256134,418,0.98,casual_browser,2,81,0,2,0,0,0,0,google_ads,0
26,21462,106290,614,0.63,casual_browser,2,56,1,2,0,0,0,1,organic_search,0
26,140209,469534,335,0.64,casual_browser,2,45,0,1,0,0,1,0,organic_search,0
24,101441,467565,762,0.8,curious_researcher,5,132,1,3,0,0,0,0,organic_search,0
50,110456,476224,702,0.89,impulsive_buyer,7,254,2,2,0,0,1,0,organic_search,0
31,101788,387162,406,0.78,impulsive_buyer,6,257,1,2,0,0,1,0,facebook_ads,0
50,126540,608912,338,0.82,casual_browser,4,112,1,2,0,1,1,0,facebook_ads,0
51,60581,340101,479,0.62,curious_researcher,6,136,3,2,1,1,0,0,referral,0
44,120372,721836,311,0.69,casual_browser,4,83,0,1,1,0,0,0,facebook_ads,0
29,91289,440313,638,0.52,serious_buyer,10,833,5,7,1,1,0,0,referral,1
23,125541,529044,847,0.81,impulsive_buyer,6,222,1,3,0,0,0,1,referral,0
51,34175,125614,425,0.53,casual_browser,4,54,0,2,0,1,1,0,organic_search,0
57,141704,534406,362,0.4,curious_researcher,9,198,2,4,0,0,1,0,referral,0
56,26191,116245,381,0.96,impulsive_buyer,4,151,2,2,1,0,1,0,google_ads,0
44,103434,424269,598,0.58,curious_researcher,5,231,2,4,1,0,0,1,facebook_ads,0
51,104518,600084,333,0.52,serious_buyer,15,302,6,6,1,0,1,0,referral,1
26,100158,411137,348,0.56,casual_browser,3,59,0,2,0,1,0,0,google_ads,0
22,86537,356561,356,0.6,serious_buyer,10,833,6,5,1,0,1,1,facebook_ads,1
40,135721,563324,408,0.68,impulsive_buyer,3,179,2,3,1,0,0,0,google_ads,0
48,67645,372714,816,0.44,casual_browser,4,34,0,1,0,0,0,1,organic_search,0
31,128536,636557,323,0.43,impulsive_buyer,4,190,1,3,0,0,1,0,organic_search,0
24,43283,209598,520,0.58,casual_browser,2,62,1,1,0,0,1,1,facebook_ads,0
35,143153,572959,614,0.58,curious_researcher,6,274,3,4,0,1,1,0,referral,0
26,106971,583389,593,0.47,impulsive_buyer,4,237,1,2,0,0,0,0,google_ads,0
50,112759,351254,309,0.64,serious_buyer,18,558,7,9,1,0,1,0,organic_search,1
58,79123,444069,780,0.57,serious_buyer,12,708,7,6,1,1,1,0,referral,1
22,122780,557206,566,0.42,curious_researcher,8,296,2,4,1,0,1,0,organic_search,0
35,50024,209838,387,0.93,curious_researcher,7,277,2,3,0,0,0,0,organic_search,0
31,69630,312743,754,0.93,serious_buyer,10,829,5,8,0,0,1,0,referral,1
28,50734,253783,832,0.53,curious_researcher,8,279,1,4,1,0,0,0,facebook_ads,0
46,20515,62330,447,0.5,casual_browser,4,62,1,1,0,0,0,0,referral,0
25,130782,734295,730,0.73,serious_buyer,14,672,4,6,0,0,0,0,google_ads,0
26,86727,376414,541,0.78,impulsive_buyer,7,107,1,2,1,0,1,0,facebook_ads,0
46,117800,474604,365,0.97,serious_buyer,14,300,7,6,0,1,0,0,google_ads,0
24,129164,441061,677,0.63,curious_researcher,7,127,3,4,0,0,0,0,facebook_ads,0
39,66216,285946,687,0.77,casual_browser,2,61,1,2,0,1,1,0,organic_search,0
40,91833,412235,508,0.93,impulsive_buyer,3,265,2,2,1,0,0,1,referral,0
53,78755,331632,714,0.67,serious_buyer,18,620,3,7,0,0,0,0,google_ads,0
40,47856,241001,315,0.47,serious_buyer,19,584,3,8,0,0,1,1,facebook_ads,0
32,134959,575288,596,0.63,impulsive_buyer,5,211,2,3,1,0,0,1,organic_search,0
21,93870,552354,519,0.48,casual_browser,1,40,0,2,0,0,0,0,organic_search,0
46,44162,211881,666,0.41,curious_researcher,9,221,2,3,0,0,0,0,referral,0
34,26008,141026,528,0.85,curious_researcher,7,243,2,4,0,1,0,0,referral,0
58,27987,93142,739,0.54,curious_researcher,5,286,2,4,0,0,0,0,google_ads,0
57,82532,345963,831,0.4,curious_researcher,7,143,2,3,0,0,1,0,facebook_ads,0
31,116502,467236,749,0.92,impulsive_buyer,7,122,1,2,1,0,1,0,organic_search,0
56,23332,109857,335,0.67,casual_browser,3,45,0,1,0,1,0,0,google_ads,0
33,86323,481970,721,0.54,casual_browser,1,34,0,2,1,0,0,0,google_ads,0
23,58990,190833,488,0.56,serious_buyer,11,846,5,6,0,0,0,0,organic_search,0
53,29873,96123,477,0.54,serious_buyer,17,762,6,9,0,1,0,0,facebook_ads,0
26,102542,569205,614,0.52,casual_browser,2,77,0,1,0,1,1,0,google_ads,0
30,105761,384816,319,0.9,serious_buyer,11,624,5,9,0,0,0,1,referral,0
25,56444,282573,681,0.5,casual_browser,4,40,0,2,0,0,1,0,organic_search,0
43,55340,256148,442,0.74,impulsive_buyer,6,254,1,2,0,0,1,0,organic_search,0
30,125219,688539,361,0.45,impulsive_buyer,6,277,1,2,0,1,1,1,organic_search,0
22,25033,84493,541,0.97,curious_researcher,9,263,2,4,1,0,0,0,facebook_ads,0
33,93324,316307,537,0.76,casual_browser,3,62,0,1,0,0,0,0,facebook_ads,0
22,35689,166683,430,0.94,impulsive_buyer,6,154,2,2,0,0,0,1,google_ads,0
40,129756,757662,422,0.64,casual_browser,1,44,1,1,1,0,1,0,google_ads,0
21,107134,454783,739,0.89,serious_buyer,10,751,5,5,0,0,0,0,organic_search,0
57,123016,489705,641,0.91,casual_browser,4,34,0,1,1,0,0,0,google_ads,0
29,115239,555459,718,0.82,curious_researcher,7,149,3,3,0,0,1,1,organic_search,0
37,20066,116209,754,0.46,curious_researcher,8,212,3,2,1,1,0,0,referral,0
29,134159,739321,497,0.41,impulsive_buyer,5,162,1,2,0,1,0,0,google_ads,0
31,65246,390591,581,0.5,serious_buyer,11,506,7,9,1,1,0,1,facebook_ads,1
35,27533,84463,300,0.47,serious_buyer,16,641,6,5,0,1,0,0,facebook_ads,0
44,100639,335990,631,0.84,casual_browser,2,57,1,1,1,0,1,1,organic_search,0
58,90152,435290,511,0.73,serious_buyer,10,514,5,8,1,0,0,0,referral,0
55,131581,718659,386,0.72,curious_researcher,5,125,3,2,0,0,0,0,google_ads,0
50,135828,523716,360,0.55,impulsive_buyer,6,134,1,3,1,0,1,0,google_ads,0
51,79658,296139,394,0.49,impulsive_buyer,6,162,1,3,0,0,0,0,referral,0
25,58498,313603,446,0.52,impulsive_buyer,4,130,1,2,0,0,0,0,referral,0
34,129028,408908,545,0.64,serious_buyer,16,432,3,7,0,1,0,0,google_ads,1
31,31772,130524,596,0.84,serious_buyer,18,510,6,6,0,0,1,0,organic_search,0
29,109385,494138,422,0.55,curious_researcher,7,145,3,4,0,0,1,0,google_ads,0
54,69036,323160,755,0.82,casual_browser,2,90,0,1,1,0,0,1,referral,0
32,78531,407249,698,0.69,casual_browser,4,51,0,1,1,1,0,0,facebook_ads,0
55,139159,565616,530,0.93,impulsive_buyer,7,148,1,2,1,1,1,0,google_ads,1
55,32940,159365,833,0.54,impulsive_buyer,6,160,2,2,0,0,0,0,referral,0
21,138027,656473,701,0.67,serious_buyer,19,310,5,5,0,0,0,0,facebook_ads,0
42,36932,171469,429,0.46,impulsive_buyer,4,204,1,2,0,0,1,0,google_ads,0
49,115305,567467,591,0.6,curious_researcher,8,249,3,2,0,1,1,0,organic_search,0
28,76827,290279,575,0.7,curious_researcher,8,197,1,2,0,0,1,1,organic_search,0
31,81431,264972,675,0.84,impulsive_buyer,5,239,2,2,1,0,1,0,google_ads,0
57,44648,149919,354,0.52,impulsive_buyer,6,274,1,2,1,0,1,1,google_ads,0
34,132947,488413,325,0.53,impulsive_buyer,4,197,1,3,0,0,1,0,facebook_ads,0
50,52966,238378,740,0.78,impulsive_buyer,6,195,2,2,0,0,0,0,organic_search,0
55,47777,263792,496,0.63,impulsive_buyer,3,181,1,3,0,1,0,0,referral,0
41,144661,738332,542,0.69,curious_researcher,9,299,3,3,0,1,1,0,google_ads,0
57,52567,282133,489,0.9,casual_browser,3,30,0,1,0,1,0,0,organic_search,0
25,135259,548194,575,0.7,curious_researcher,8,177,2,3,0,0,1,0,organic_search,0
39,37174,156649,708,0.79,curious_researcher,6,170,2,4,0,0,1,0,google_ads,0
34,62598,261725,639,0.79,impulsive_buyer,4,125,2,3,1,1,0,0,google_ads,0
46,144711,517431,452,0.88,casual_browser,2,91,1,2,0,0,0,0,referral,0
24,79199,252141,697,0.78,impulsive_buyer,4,169,1,3,1,1,0,0,google_ads,0
45,33798,161309,743,0.44,curious_researcher,5,294,1,3,0,0,0,1,referral,0
45,85364,509422,726,0.61,casual_browser,1,36,1,2,0,1,1,0,google_ads,0
38,37558,131471,786,0.99,serious_buyer,18,325,5,6,1,1,0,0,facebook_ads,1
28,81084,254608,503,0.52,impulsive_buyer,7,215,2,2,0,0,1,0,google_ads,0
59,64237,342935,411,0.75,serious_buyer,15,462,4,5,0,0,0,1,facebook_ads,0
34,85497,321277,624,0.91,serious_buyer,17,511,5,7,0,0,1,1,google_ads,1
52,20178,110755,557,0.75,serious_buyer,17,798,4,7,1,0,0,1,organic_search,1
58,136932,699970,827,0.62,serious_buyer,18,634,5,6,0,0,0,0,google_ads,1
53,106006,618759,649,0.45,casual_browser,1,73,0,1,0,0,0,0,facebook_ads,0
43,37118,156889,734,0.62,impulsive_buyer,4,112,2,2,0,0,0,1,google_ads,0
35,42616,212479,725,0.51,casual_browser,4,108,0,1,0,0,1,0,google_ads,0
53,20798,91398,579,0.98,impulsive_buyer,4,139,1,3,1,1,1,0,organic_search,0
45,27601,135017,670,0.83,impulsive_buyer,5,168,2,3,1,0,0,0,organic_search,0
37,45363,197274,548,0.85,impulsive_buyer,5,154,2,3,0,1,0,1,facebook_ads,0
53,22795,81284,480,0.66,casual_browser,4,101,1,1,0,0,1,0,google_ads,0
22,117462,531361,377,0.47,curious_researcher,7,166,2,2,1,1,1,1,google_ads,0
34,65264,299284,635,0.56,serious_buyer,15,723,6,7,0,0,0,0,organic_search,0
59,122892,667526,349,0.56,curious_researcher,7,270,1,4,1,0,0,0,facebook_ads,0
26,92833,483340,384,0.69,curious_researcher,6,148,1,4,0,0,0,0,google_ads,0
26,149688,747148,303,0.68,curious_researcher,9,274,1,2,0,1,0,0,facebook_ads,0
23,23084,77104,616,0.66,serious_buyer,11,555,6,5,1,0,0,0,facebook_ads,0
27,115865,598077,410,0.7,curious_researcher,6,269,2,2,0,0,0,0,facebook_ads,0
28,96646,434995,633,0.99,serious_buyer,11,896,3,6,1,1,0,0,organic_search,1
35,20731,117799,432,0.58,serious_buyer,18,607,7,5,1,0,0,1,referral,0
49,21129,121694,418,0.77,serious_buyer,18,883,7,9,0,0,0,0,organic_search,0
53,48022,152012,649,0.54,impulsive_buyer,4,297,2,2,1,0,0,0,google_ads,0
50,21605,118004,841,0.68,impulsive_buyer,3,170,1,3,0,0,0,0,facebook_ads,0
59,97506,303545,354,0.52,curious_researcher,9,298,2,4,1,0,0,1,facebook_ads,0
47,129241,530083,660,0.73,impulsive_buyer,7,273,2,2,1,0,0,0,facebook_ads,0
56,64130,296723,752,0.56,serious_buyer,13,437,4,5,1,0,0,0,google_ads,0
49,49265,169683,629,0.42,impulsive_buyer,6,151,2,2,1,0,1,0,google_ads,0
58,52330,274153,518,0.89,serious_buyer,11,375,5,8,0,0,0,0,facebook_ads,0
53,88469,267624,507,0.48,casual_browser,1,89,0,2,1,1,1,0,facebook_ads,0
57,35187,123358,384,0.62,impulsive_buyer,7,245,2,2,1,1,0,0,facebook_ads,0
47,45791,217158,544,0.69,curious_researcher,8,149,3,3,0,0,0,1,google_ads,0
53,110436,567990,634,0.66,casual_browser,4,36,1,1,0,1,1,0,facebook_ads,0
24,90610,521001,511,0.84,casual_browser,2,66,0,1,0,1,0,0,facebook_ads,0
42,132341,677121,482,0.76,impulsive_buyer,6,142,1,2,0,0,0,0,organic_search,0
22,111962,561527,432,0.58,impulsive_buyer,7,208,1,2,1,1,0,0,facebook_ads,0
30,59867,250425,649,0.43,curious_researcher,6,272,1,2,0,0,0,1,organic_search,0
25,136178,409058,581,0.86,casual_browser,1,42,0,2,0,1,0,0,facebook_ads,0
30,20893,70210,592,0.61,serious_buyer,19,804,3,6,0,0,1,0,organic_search,0
53,119694,551030,568,0.93,impulsive_buyer,4,184,1,3,1,0,0,0,organic_search,0
58,39773,199874,496,0.64,casual_browser,2,53,1,1,1,0,1,0,google_ads,0
33,24239,103072,836,0.83,casual_browser,2,89,0,2,0,0,0,0,facebook_ads,0
51,40863,212162,319,0.96,serious_buyer,17,775,7,8,1,0,0,1,facebook_ads,1
56,71415,326051,704,0.79,casual_browser,1,110,1,1,0,0,1,0,facebook_ads,0
44,88968,286701,414,0.65,impulsive_buyer,7,193,1,2,0,0,0,0,organic_search,0
35,120675,431539,325,0.74,serious_buyer,13,427,3,8,1,0,1,0,google_ads,1
49,80430,443973,694,0.73,impulsive_buyer,5,159,1,3,0,0,0,0,referral,0
28,139000,719288,680,0.75,curious_researcher,7,248,2,2,0,0,0,1,organic_search,0
25,21515,122297,822,0.49,casual_browser,1,69,1,2,0,0,0,0,referral,0
49,117206,392953,838,0.82,impulsive_buyer,4,123,2,2,0,0,0,0,organic_search,0
24,134210,801323,382,0.49,impulsive_buyer,7,206,1,3,0,1,0,1,organic_search,0
32,124630,452185,849,0.41,curious_researcher,9,220,2,4,0,1,0,0,facebook_ads,0
22,34605,105037,744,0.77,casual_browser,4,108,0,1,0,0,0,0,organic_search,0
47,76240,456850,386,0.47,impulsive_buyer,5,170,2,2,0,1,0,0,organic_search,0
51,25586,98332,686,0.86,serious_buyer,19,399,5,6,0,1,0,1,google_ads,0
56,121221,606596,697,0.92,impulsive_buyer,6,229,1,2,0,0,1,0,facebook_ads,0
56,140419,495685,585,0.97,impulsive_buyer,5,162,1,3,1,0,0,0,google_ads,0
46,142374,674950,668,0.8,impulsive_buyer,5,216,2,2,0,0,1,0,referral,0
47,134205,766593,721,0.69,impulsive_buyer,5,175,1,2,1,0,0,1,facebook_ads,0
25,51186,202724,742,0.61,casual_browser,4,112,0,2,0,1,0,0,google_ads,0
40,46928,235145,819,0.69,impulsive_buyer,5,216,1,2,1,0,0,0,facebook_ads,0
31,118264,421458,587,0.51,curious_researcher,7,201,3,2,0,1,1,0,facebook_ads,0
30,103087,502485,394,0.61,impulsive_buyer,7,253,2,2,1,0,1,0,referral,0
58,142990,573297,340,0.83,serious_buyer,16,823,3,5,0,0,0,0,organic_search,0
26,107029,388903,630,0.53,serious_buyer,10,874,4,7,0,0,0,1,referral,0
28,40711,160382,454,0.56,impulsive_buyer,3,254,2,2,0,0,0,1,google_ads,0
43,74962,265104,803,0.85,impulsive_buyer,5,214,1,2,0,0,1,0,facebook_ads,0
46,40039,228452,574,0.51,curious_researcher,9,213,2,4,1,1,0,0,organic_search,0
32,56561,237078,478,0.55,curious_researcher,7,176,3,2,1,1,1,0,google_ads,0
46,95483,356709,436,0.41,casual_browser,3,90,1,1,0,0,1,1,referral,0
33,117871,512175,479,0.83,casual_browser,1,73,0,1,1,0,1,0,facebook_ads,0
38,101395,401687,481,0.77,serious_buyer,11,564,6,6,0,0,0,1,referral,0
45,108658,568635,558,0.82,impulsive_buyer,4,230,1,3,1,1,1,0,facebook_ads,0
53,21577,127599,542,0.53,impulsive_buyer,7,193,2,3,1,0,0,0,facebook_ads,0
32,127792,551307,395,0.81,curious_researcher,9,158,3,3,0,0,0,0,organic_search,0
56,48350,269942,496,0.76,curious_researcher,9,223,1,2,0,0,0,0,referral,0
24,136908,643137,825,0.62,casual_browser,3,61,1,1,0,0,1,0,google_ads,0
25,127468,442531,686,0.66,casual_browser,3,53,0,1,0,0,0,0,facebook_ads,0
57,53798,272856,707,0.74,serious_buyer,15,377,7,7,1,1,1,1,facebook_ads,1
28,117434,533186,568,0.7,curious_researcher,7,183,1,4,1,1,1,0,google_ads,1
48,101417,502198,470,0.79,impulsive_buyer,7,259,2,2,1,1,1,0,google_ads,0
51,30785,174522,469,0.51,curious_researcher,9,163,1,4,0,0,0,1,google_ads,0
29,92227,398540,458,0.72,curious_researcher,9,234,1,3,0,0,1,0,google_ads,0
49,138680,790965,808,0.67,curious_researcher,7,146,3,3,0,1,0,0,referral,0
34,81957,430438,746,0.68,casual_browser,1,83,0,1,1,0,1,0,facebook_ads,0
42,85431,381519,381,0.68,impulsive_buyer,7,236,1,3,0,0,0,1,organic_search,0
31,37297,179386,356,0.93,impulsive_buyer,5,104,1,2,1,0,1,0,google_ads,0
43,91894,365438,818,0.89,casual_browser,1,34,1,2,0,0,0,0,organic_search,0
21,136869,814478,411,0.78,casual_browser,1,110,1,2,0,0,1,0,organic_search,0
57,83772,419032,347,0.83,impulsive_buyer,7,133,2,2,0,1,0,0,organic_search,0
41,39581,123949,675,0.43,serious_buyer,13,804,6,7,1,1,1,0,referral,1
46,75192,299254,332,0.85,curious_researcher,9,233,3,3,0,0,0,1,google_ads,0
56,21462,104518,803,0.69,impulsive_buyer,6,151,2,2,1,0,1,0,organic_search,0
43,148848,471699,302,0.59,casual_browser,2,30,0,1,0,0,0,0,organic_search,0
21,84173,258550,785,0.48,impulsive_buyer,6,203,1,3,0,0,1,0,facebook_ads,0
35,35511,154475,815,0.45,curious_researcher,8,201,2,2,0,1,0,0,google_ads,0
41,96106,384238,341,0.43,impulsive_buyer,4,184,2,2,1,0,0,1,referral,0
29,68665,296282,308,0.5,casual_browser,2,110,0,2,0,0,1,0,google_ads,0
29,64414,244005,441,0.42,serious_buyer,14,637,3,8,1,0,1,0,google_ads,0
30,101010,352944,735,0.84,casual_browser,2,46,1,2,0,1,1,0,google_ads,0
46,92573,469107,326,0.55,serious_buyer,15,608,6,5,0,0,1,0,google_ads,0
55,113665,516461,342,0.62,curious_researcher,6,222,2,2,0,0,0,0,facebook_ads,0
45,127803,460149,430,0.89,casual_browser,3,37,1,1,0,0,0,0,organic_search,0
46,139682,552968,515,0.47,impulsive_buyer,3,267,1,2,1,0,0,0,facebook_ads,0
31,33386,159432,819,0.9,casual_browser,1,75,1,1,1,0,0,0,referral,0
58,144069,463425,644,0.78,casual_browser,1,59,1,1,0,1,0,1,organic_search,0
22,74460,256318,807,0.61,curious_researcher,8,283,2,4,1,0,1,0,google_ads,0
27,26221,84424,712,0.47,serious_buyer,13,387,5,6,0,0,0,1,facebook_ads,0
38,43474,236366,545,0.45,serious_buyer,11,857,4,6,1,0,0,0,google_ads,0
47,126073,662794,748,0.6,impulsive_buyer,3,112,2,3,0,0,0,0,google_ads,0
54,135375,712064,320,0.48,casual_browser,1,88,0,2,0,1,0,0,referral,0
47,132660,683063,707,0.56,curious_researcher,7,189,3,3,0,0,0,0,organic_search,0
37,41045,205559,756,0.43,serious_buyer,18,476,5,6,0,0,0,0,referral,0
44,111319,493251,743,0.76,impulsive_buyer,7,134,1,3,1,1,1,1,referral,1
45,136582,672916,564,0.49,serious_buyer,16,309,4,6,0,0,0,0,organic_search,0
27,125693,391544,483,0.85,impulsive_buyer,5,122,1,3,0,0,1,0,referral,0
26,24922,121230,526,0.53,serious_buyer,10,749,6,6,0,1,0,0,organic_search,0
44,131943,703735,847,0.88,impulsive_buyer,3,108,1,2,0,1,0,0,referral,0
53,42706,192222,545,0.51,serious_buyer,11,545,7,6,0,0,0,0,facebook_ads,0
49,62771,255637,372,0.83,serious_buyer,13,382,7,9,0,0,1,0,organic_search,0
42,72335,277207,449,0.6,casual_browser,1,98,1,2,0,0,1,0,google_ads,0
46,118015,581625,812,0.75,impulsive_buyer,6,114,2,3,0,1,0,0,referral,0
48,72949,370464,368,0.42,impulsive_buyer,5,119,1,2,0,1,0,1,referral,0
41,90714,509168,529,0.7,casual_browser,1,45,0,2,0,0,0,0,organic_search,0
27,115558,465352,371,0.49,casual_browser,1,86,0,1,1,0,0,0,referral,0
37,35240,187100,696,0.69,serious_buyer,18,660,3,6,1,1,1,0,referral,1
40,111756,523472,383,0.48,serious_buyer,19,830,7,9,1,0,0,0,organic_search,1
40,122272,690654,598,0.66,serious_buyer,11,367,6,7,1,0,0,0,organic_search,1
42,22716,104117,592,0.47,casual_browser,2,76,1,2,1,0,1,0,referral,0
48,36574,166517,522,0.53,serious_buyer,16,709,3,9,0,0,0,0,organic_search,0
27,131815,623963,515,0.76,casual_browser,4,71,1,1,0,1,1,1,referral,0
21,103255,541876,530,0.99,serious_buyer,11,421,6,9,1,1,1,0,referral,1
52,93717,552374,704,0.67,casual_browser,2,57,0,1,0,0,0,0,referral,0
33,131299,422873,468,0.81,impulsive_buyer,4,225,1,3,0,1,0,1,google_ads,0
